Success	Path Length (in meters)	Average Clearance (in meters)	Computation_time	Smoothness Factor
fail,4.9601439613028715,0.40916666666666673,84,5.598295359462719
success,12.49511512808988,0.4645539906103286,213,8.31052437009631
fail,9.744130153347669,0.43289156626506026,166,12.073255667828978
success,14.239496716131713,0.43854771784232366,241,39.51766626404619
success,17.12201619645472,0.41717241379310344,290,14.350681754371957
success,13.584174423779345,0.44571428571428573,231,621.9467711040403
success,4.8131151576483635,0.414,85,3.6286372352854115
fail,8.147361537164596,0.4406382978723404,141,26.46962694145899
fail,10.978839237624777,0.41984042553191486,188,11.547570625028195
success,9.614707668644026,0.470421686746988,166,11.629492676587006
**********,**********,**********,**********,**********
Successful Trials,6
Total Trials,10
Percentage Success,60.0
Mean Path Length (meters),11.978104215124674,Standard Deviation in Path Length,4.274182956875074
Mean Clearance (meters),0.44173501578450486,Standard Deviation in Clearance,0.02341869628101604
Mean Computation Time,204.33333333333334,Standard Deviation in Computation Time,70.96384055747453
Mean Smoothness,116.5639622340712,Standard Deviation in smoothness,247.90316951329342
**********,**********,**********,**********,**********
